0,1,18109,2016-04-26 00:10:33.184000,2016-04-26 00:10:33.416000
1,1,18053,2016-04-26 00:10:33.184000,2016-04-26 00:10:33.416000
2,1,22371,2016-04-26 00:10:33.185000,2016-04-26 00:10:33.416000
3,1,18048,2016-04-26 00:10:33.185000,2016-04-26 00:10:33.416000
4,1,18048,2016-04-26 00:10:33.185000,2016-04-26 00:10:33.416000
0,2,161364,2016-04-26 00:10:58.201000,2016-04-26 00:10:58.565000
1,2,169549,2016-04-26 00:10:58.201000,2016-04-26 00:10:58.565000
2,2,169545,2016-04-26 00:10:58.201000,2016-04-26 00:10:58.565000
3,2,169563,2016-04-26 00:10:58.201000,2016-04-26 00:10:58.565000
4,2,169564,2016-04-26 00:10:58.201000,2016-04-26 00:10:58.565000
0,1,18109,2016-05-06 20:05:07.203000,2016-05-06 20:05:07.794000
1,1,18053,2016-05-06 20:05:07.203000,2016-05-06 20:05:07.794000
2,1,22371,2016-05-06 20:05:07.203000,2016-05-06 20:05:07.794000
3,1,18048,2016-05-06 20:05:07.203000,2016-05-06 20:05:07.794000
4,1,18048,2016-05-06 20:05:07.203000,2016-05-06 20:05:07.794000
0,1,18109,2016-05-06 20:06:23.988000,2016-05-06 20:06:24.096000
1,1,18053,2016-05-06 20:06:23.989000,2016-05-06 20:06:24.096000
2,1,22371,2016-05-06 20:06:23.989000,2016-05-06 20:06:24.096000
3,1,18048,2016-05-06 20:06:23.989000,2016-05-06 20:06:24.097000
4,1,18048,2016-05-06 20:06:23.989000,2016-05-06 20:06:24.097000
0,1,18109,2016-05-06 20:09:09.237000,2016-05-06 20:09:09.351000
1,1,18053,2016-05-06 20:09:09.237000,2016-05-06 20:09:09.351000
2,1,22371,2016-05-06 20:09:09.237000,2016-05-06 20:09:09.351000
3,1,18048,2016-05-06 20:09:09.237000,2016-05-06 20:09:09.351000
4,1,18048,2016-05-06 20:09:09.237000,2016-05-06 20:09:09.351000
0,1,18109,2016-05-06 20:12:54.816000,2016-05-06 20:12:54.923000
1,1,18053,2016-05-06 20:12:54.816000,2016-05-06 20:12:54.923000
2,1,22371,2016-05-06 20:12:54.817000,2016-05-06 20:12:54.923000
3,1,18048,2016-05-06 20:12:54.817000,2016-05-06 20:12:54.923000
4,1,18048,2016-05-06 20:12:54.817000,2016-05-06 20:12:54.923000
0,1,18109,2016-05-06 20:53:52.714000,2016-05-06 20:53:52.843000
1,1,18053,2016-05-06 20:53:52.714000,2016-05-06 20:53:52.843000
2,1,22371,2016-05-06 20:53:52.715000,2016-05-06 20:53:52.843000
3,1,18048,2016-05-06 20:53:52.715000,2016-05-06 20:53:52.843000
4,1,18048,2016-05-06 20:53:52.715000,2016-05-06 20:53:52.843000
0,1,18109,2016-05-06 21:58:10.153000,2016-05-06 21:58:10.326000
1,1,18053,2016-05-06 21:58:10.153000,2016-05-06 21:58:10.326000
2,1,22371,2016-05-06 21:58:10.153000,2016-05-06 21:58:10.327000
3,1,18048,2016-05-06 21:58:10.153000,2016-05-06 21:58:10.327000
4,1,18048,2016-05-06 21:58:10.153000,2016-05-06 21:58:10.327000
0,1,18109,2016-05-06 22:00:49.719000,2016-05-06 22:00:49.814000
1,1,18053,2016-05-06 22:00:49.719000,2016-05-06 22:00:49.814000
2,1,22371,2016-05-06 22:00:49.719000,2016-05-06 22:00:49.814000
3,1,18048,2016-05-06 22:00:49.719000,2016-05-06 22:00:49.815000
4,1,18048,2016-05-06 22:00:49.719000,2016-05-06 22:00:49.815000
0,1,18109,2016-05-06 22:03:16.969000,2016-05-06 22:03:17.055000
1,1,18053,2016-05-06 22:03:16.969000,2016-05-06 22:03:17.055000
2,1,22371,2016-05-06 22:03:16.969000,2016-05-06 22:03:17.055000
3,1,18048,2016-05-06 22:03:16.970000,2016-05-06 22:03:17.055000
4,1,18048,2016-05-06 22:03:16.970000,2016-05-06 22:03:17.055000
0,2,18109,2016-05-07 13:47:23.331000,2016-05-07 13:47:23.416000
1,2,18053,2016-05-07 13:47:23.332000,2016-05-07 13:47:23.416000
2,2,22371,2016-05-07 13:47:23.332000,2016-05-07 13:47:23.416000
3,2,18048,2016-05-07 13:47:23.332000,2016-05-07 13:47:23.416000
4,2,18048,2016-05-07 13:47:23.332000,2016-05-07 13:47:23.416000
0,1,18109,2016-05-07 13:50:35.086000,2016-05-07 13:50:35.226000
1,1,18053,2016-05-07 13:50:35.087000,2016-05-07 13:50:35.226000
2,1,22371,2016-05-07 13:50:35.087000,2016-05-07 13:50:35.226000
3,1,18048,2016-05-07 13:50:35.087000,2016-05-07 13:50:35.226000
4,1,18048,2016-05-07 13:50:35.087000,2016-05-07 13:50:35.226000
0,1,18109,2016-05-07 14:38:14.575000,2016-05-07 14:38:14.737000
1,1,18053,2016-05-07 14:38:14.575000,2016-05-07 14:38:14.737000
2,1,22371,2016-05-07 14:38:14.575000,2016-05-07 14:38:14.737000
3,1,18048,2016-05-07 14:38:14.576000,2016-05-07 14:38:14.737000
4,1,18048,2016-05-07 14:38:14.576000,2016-05-07 14:38:14.737000
0,1,18109,2016-05-07 14:53:31.046000,2016-05-07 14:53:31.192000
1,1,18053,2016-05-07 14:53:31.046000,2016-05-07 14:53:31.192000
2,1,22371,2016-05-07 14:53:31.046000,2016-05-07 14:53:31.192000
3,1,18048,2016-05-07 14:53:31.047000,2016-05-07 14:53:31.192000
4,1,18048,2016-05-07 14:53:31.047000,2016-05-07 14:53:31.192000
0,1,18109,2016-05-07 15:08:04.919000,2016-05-07 15:08:05.078000
1,1,18053,2016-05-07 15:08:04.920000,2016-05-07 15:08:05.078000
2,1,22371,2016-05-07 15:08:04.920000,2016-05-07 15:08:05.078000
3,1,18048,2016-05-07 15:08:04.920000,2016-05-07 15:08:05.078000
4,1,18048,2016-05-07 15:08:04.920000,2016-05-07 15:08:05.078000
0,1,18109,2016-05-07 15:17:50.941000,2016-05-07 15:17:51.048000
1,1,18053,2016-05-07 15:17:50.942000,2016-05-07 15:17:51.048000
2,1,22371,2016-05-07 15:17:50.942000,2016-05-07 15:17:51.048000
3,1,18048,2016-05-07 15:17:50.942000,2016-05-07 15:17:51.048000
4,1,18048,2016-05-07 15:17:50.942000,2016-05-07 15:17:51.048000
0,1,18109,2016-05-07 15:21:48.706000,2016-05-07 15:21:48.868000
1,1,18053,2016-05-07 15:21:48.706000,2016-05-07 15:21:48.868000
2,1,22371,2016-05-07 15:21:48.707000,2016-05-07 15:21:48.868000
3,1,18048,2016-05-07 15:21:48.707000,2016-05-07 15:21:48.868000
4,1,18048,2016-05-07 15:21:48.707000,2016-05-07 15:21:48.868000
0,1,18109,2016-05-07 15:23:48.466000,2016-05-07 15:23:48.574000
1,1,18053,2016-05-07 15:23:48.467000,2016-05-07 15:23:48.574000
2,1,22371,2016-05-07 15:23:48.467000,2016-05-07 15:23:48.574000
3,1,18048,2016-05-07 15:23:48.467000,2016-05-07 15:23:48.574000
4,1,18048,2016-05-07 15:23:48.467000,2016-05-07 15:23:48.574000
0,1,18109,2016-05-07 15:28:04.672000,2016-05-07 15:28:04.800000
1,1,18053,2016-05-07 15:28:04.673000,2016-05-07 15:28:04.800000
2,1,22371,2016-05-07 15:28:04.673000,2016-05-07 15:28:04.800000
3,1,18048,2016-05-07 15:28:04.673000,2016-05-07 15:28:04.800000
4,1,18048,2016-05-07 15:28:04.673000,2016-05-07 15:28:04.800000
0,1,18109,2016-05-07 15:31:43.613000,2016-05-07 15:31:43.696000
1,1,18053,2016-05-07 15:31:43.614000,2016-05-07 15:31:43.696000
2,1,22371,2016-05-07 15:31:43.614000,2016-05-07 15:31:43.696000
3,1,18048,2016-05-07 15:31:43.614000,2016-05-07 15:31:43.696000
4,1,18048,2016-05-07 15:31:43.614000,2016-05-07 15:31:43.696000
0,1,18109,2016-05-07 15:33:20.610000,2016-05-07 15:33:20.759000
1,1,18053,2016-05-07 15:33:20.610000,2016-05-07 15:33:20.759000
2,1,22371,2016-05-07 15:33:20.610000,2016-05-07 15:33:20.759000
3,1,18048,2016-05-07 15:33:20.611000,2016-05-07 15:33:20.759000
4,1,18048,2016-05-07 15:33:20.611000,2016-05-07 15:33:20.759000
0,1,18109,2016-05-07 15:36:53.676000,2016-05-07 15:36:53.802000
1,1,18053,2016-05-07 15:36:53.677000,2016-05-07 15:36:53.802000
2,1,22371,2016-05-07 15:36:53.677000,2016-05-07 15:36:53.802000
3,1,18048,2016-05-07 15:36:53.677000,2016-05-07 15:36:53.802000
4,1,18048,2016-05-07 15:36:53.677000,2016-05-07 15:36:53.802000
0,1,18109,2016-05-07 15:39:14.821000,2016-05-07 15:39:14.939000
1,1,18053,2016-05-07 15:39:14.822000,2016-05-07 15:39:14.939000
2,1,22371,2016-05-07 15:39:14.822000,2016-05-07 15:39:14.939000
3,1,18048,2016-05-07 15:39:14.822000,2016-05-07 15:39:14.939000
4,1,18048,2016-05-07 15:39:14.822000,2016-05-07 15:39:14.939000
0,1,18109,2016-05-07 15:40:19.950000,2016-05-07 15:40:20.060000
1,1,18053,2016-05-07 15:40:19.950000,2016-05-07 15:40:20.060000
2,1,22371,2016-05-07 15:40:19.951000,2016-05-07 15:40:20.060000
3,1,18048,2016-05-07 15:40:19.951000,2016-05-07 15:40:20.060000
4,1,18048,2016-05-07 15:40:19.951000,2016-05-07 15:40:20.060000
0,1,18109,2016-05-07 15:46:41.515000,2016-05-07 15:46:41.683000
1,1,18053,2016-05-07 15:46:41.516000,2016-05-07 15:46:41.684000
2,1,22371,2016-05-07 15:46:41.516000,2016-05-07 15:46:41.684000
3,1,18048,2016-05-07 15:46:41.516000,2016-05-07 15:46:41.684000
4,1,18048,2016-05-07 15:46:41.516000,2016-05-07 15:46:41.684000
0,1,18109,2016-05-07 16:12:21.299000,2016-05-07 16:12:21.417000
1,1,18053,2016-05-07 16:12:21.299000,2016-05-07 16:12:21.417000
2,1,22371,2016-05-07 16:12:21.299000,2016-05-07 16:12:21.417000
3,1,18048,2016-05-07 16:12:21.299000,2016-05-07 16:12:21.417000
4,1,18048,2016-05-07 16:12:21.299000,2016-05-07 16:12:21.417000
0,1,18109,2016-05-07 16:30:35.629000,2016-05-07 16:30:35.786000
1,1,18053,2016-05-07 16:30:35.629000,2016-05-07 16:30:35.786000
2,1,22371,2016-05-07 16:30:35.629000,2016-05-07 16:30:35.786000
3,1,18048,2016-05-07 16:30:35.629000,2016-05-07 16:30:35.786000
4,1,18048,2016-05-07 16:30:35.629000,2016-05-07 16:30:35.786000
0,1,18109,2016-05-07 16:31:41.980000,2016-05-07 16:31:42.063000
1,1,18053,2016-05-07 16:31:41.980000,2016-05-07 16:31:42.063000
2,1,22371,2016-05-07 16:31:41.980000,2016-05-07 16:31:42.063000
3,1,18048,2016-05-07 16:31:41.980000,2016-05-07 16:31:42.063000
4,1,18048,2016-05-07 16:31:41.980000,2016-05-07 16:31:42.063000
0,1,18109,2016-05-07 16:32:45.186000,2016-05-07 16:32:45.324000
1,1,18053,2016-05-07 16:32:45.186000,2016-05-07 16:32:45.324000
2,1,22371,2016-05-07 16:32:45.186000,2016-05-07 16:32:45.324000
3,1,18048,2016-05-07 16:32:45.186000,2016-05-07 16:32:45.324000
4,1,18048,2016-05-07 16:32:45.187000,2016-05-07 16:32:45.324000
0,1,18109,2016-05-07 16:34:58.852000,2016-05-07 16:34:59.006000
1,1,18053,2016-05-07 16:34:58.852000,2016-05-07 16:34:59.006000
2,1,22371,2016-05-07 16:34:58.852000,2016-05-07 16:34:59.006000
3,1,18048,2016-05-07 16:34:58.852000,2016-05-07 16:34:59.006000
4,1,18048,2016-05-07 16:34:58.853000,2016-05-07 16:34:59.006000
0,1,18109,2016-05-07 16:37:08.411000,2016-05-07 16:37:08.531000
1,1,18053,2016-05-07 16:37:08.411000,2016-05-07 16:37:08.531000
2,1,22371,2016-05-07 16:37:08.411000,2016-05-07 16:37:08.531000
3,1,18048,2016-05-07 16:37:08.411000,2016-05-07 16:37:08.531000
4,1,18048,2016-05-07 16:37:08.412000,2016-05-07 16:37:08.531000
0,1,18109,2016-05-07 16:41:12.012000,2016-05-07 16:41:12.115000
1,1,18053,2016-05-07 16:41:12.013000,2016-05-07 16:41:12.115000
2,1,22371,2016-05-07 16:41:12.013000,2016-05-07 16:41:12.115000
3,1,18048,2016-05-07 16:41:12.013000,2016-05-07 16:41:12.115000
4,1,18048,2016-05-07 16:41:12.013000,2016-05-07 16:41:12.115000
0,1,18109,2016-05-07 16:47:51.250000,2016-05-07 16:47:51.407000
1,1,18053,2016-05-07 16:47:51.250000,2016-05-07 16:47:51.407000
2,1,22371,2016-05-07 16:47:51.251000,2016-05-07 16:47:51.407000
3,1,18048,2016-05-07 16:47:51.251000,2016-05-07 16:47:51.407000
4,1,18048,2016-05-07 16:47:51.251000,2016-05-07 16:47:51.407000
0,1,18109,2016-05-07 16:49:57.850000,2016-05-07 16:49:57.959000
1,1,18053,2016-05-07 16:49:57.850000,2016-05-07 16:49:57.959000
2,1,22371,2016-05-07 16:49:57.850000,2016-05-07 16:49:57.959000
3,1,18048,2016-05-07 16:49:57.850000,2016-05-07 16:49:57.959000
4,1,18048,2016-05-07 16:49:57.850000,2016-05-07 16:49:57.959000
0,1,18109,2016-05-07 16:56:31.990000,2016-05-07 16:56:32.121000
1,1,18053,2016-05-07 16:56:31.990000,2016-05-07 16:56:32.121000
2,1,22371,2016-05-07 16:56:31.990000,2016-05-07 16:56:32.121000
3,1,18048,2016-05-07 16:56:31.990000,2016-05-07 16:56:32.121000
4,1,18048,2016-05-07 16:56:31.990000,2016-05-07 16:56:32.121000
0,1,18109,2016-05-07 17:07:22.370000,2016-05-07 17:07:22.468000
1,1,18053,2016-05-07 17:07:22.370000,2016-05-07 17:07:22.468000
2,1,22371,2016-05-07 17:07:22.370000,2016-05-07 17:07:22.468000
3,1,18048,2016-05-07 17:07:22.370000,2016-05-07 17:07:22.468000
4,1,18048,2016-05-07 17:07:22.370000,2016-05-07 17:07:22.468000
0,1,18109,2016-05-07 17:10:22.690000,2016-05-07 17:10:22.803000
1,1,18053,2016-05-07 17:10:22.690000,2016-05-07 17:10:22.803000
2,1,22371,2016-05-07 17:10:22.691000,2016-05-07 17:10:22.803000
3,1,18048,2016-05-07 17:10:22.691000,2016-05-07 17:10:22.803000
4,1,18048,2016-05-07 17:10:22.691000,2016-05-07 17:10:22.803000
0,1,18109,2016-05-07 17:11:11.861000,2016-05-07 17:11:11.959000
1,1,18053,2016-05-07 17:11:11.861000,2016-05-07 17:11:11.959000
2,1,22371,2016-05-07 17:11:11.861000,2016-05-07 17:11:11.959000
3,1,18048,2016-05-07 17:11:11.861000,2016-05-07 17:11:11.959000
4,1,18048,2016-05-07 17:11:11.861000,2016-05-07 17:11:11.959000
0,1,18109,2016-05-07 17:12:40.257000,2016-05-07 17:12:40.347000
1,1,18053,2016-05-07 17:12:40.258000,2016-05-07 17:12:40.347000
